model,precision@5,recall@5,ndcg@5,hr@5,precision@10,recall@10,ndcg@10,hr@10,precision@20,recall@20,ndcg@20,hr@20
BPR,0.04876325088339223,0.03845898961792982,0.05403339488422173,0.21554770318021202,0.048763250883392235,0.0763340248713542,0.06677553282407635,0.3674911660777385,0.041166077738515904,0.12144268960084324,0.08296014029993126,0.49469964664310956
