model,precision@5,recall@5,ndcg@5,hr@5,precision@10,recall@10,ndcg@10,hr@10,precision@20,recall@20,ndcg@20,hr@20
TwoTower,0.06666666666666667,0.03333599830142023,0.06732870976305691,0.26666666666666666,0.05894736842105264,0.057783734350159884,0.06810799992128763,0.3649122807017544,0.05368421052631579,0.1143792017480197,0.08609189423739581,0.5263157894736842
